Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AssetSource,Chrome 87.0.4280.141,,,2021-01-08 00:24:56,2021-01-08 00:29:10,4m - 14.109s,FAILED
,,,,,,,
Test Cases/Admin/AssetSource/Add An AssetSource,Chrome 87.0.4280.141,,,2021-01-08 00:24:56,2021-01-08 00:25:29,33.025s,PASSED
Start listener action : OpenWebSite,Chrome 87.0.4280.141,,,2021-01-08 00:24:56,2021-01-08 00:25:17,20.896s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-08 00:25:17,2021-01-08 00:25:26,8.282s,PASSED
pages.Assetsource.verifyAssetSourceAdded(sourcename),Chrome 87.0.4280.141,,,2021-01-08 00:25:26,2021-01-08 00:25:29,3.430s,PASSED
println(sourcename),Chrome 87.0.4280.141,,,2021-01-08 00:25:29,2021-01-08 00:25:29,0.003s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Delete An AssetSource,Chrome 87.0.4280.141,,,2021-01-08 00:25:29,2021-01-08 00:26:08,39.231s,PASSED
Start listener action : OpenWebSite,Chrome 87.0.4280.141,,,2021-01-08 00:25:29,2021-01-08 00:25:48,19.074s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-08 00:25:48,2021-01-08 00:25:57,8.506s,PASSED
println(sourcename),Chrome 87.0.4280.141,,,2021-01-08 00:25:57,2021-01-08 00:25:57,0.002s,PASSED
pages.Assetsource.deleteAnAssetSource(sourcename),Chrome 87.0.4280.141,,,2021-01-08 00:25:57,2021-01-08 00:26:05,8.408s,PASSED
pages.Assetsource.verifyAssetSourceDeleted(sourcename),Chrome 87.0.4280.141,,,2021-01-08 00:26:05,2021-01-08 00:26:08,3.073s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Edit An AssetSource,Chrome 87.0.4280.141,,,2021-01-08 00:26:08,2021-01-08 00:26:48,39.471s,PASSED
Start listener action : OpenWebSite,Chrome 87.0.4280.141,,,2021-01-08 00:26:08,2021-01-08 00:26:25,16.938s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-08 00:26:25,2021-01-08 00:26:34,8.659s,PASSED
println(sourcename),Chrome 87.0.4280.141,,,2021-01-08 00:26:34,2021-01-08 00:26:34,0.001s,PASSED
