Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Asset,Chrome 87.0.4280.141,,,2021-01-12 03:28:42,2021-01-12 03:34:39,5m - 57.204s,FAILED
,,,,,,,
Test Cases/Admin/Asset/addAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-12 03:29:01,2021-01-12 03:29:27,26.760s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 03:29:01,2021-01-12 03:29:14,12.730s,PASSED
assetName = pages.Asset.addAsset(),Chrome 87.0.4280.141,,,2021-01-12 03:29:14,2021-01-12 03:29:21,7.502s,PASSED
pages.Asset.VerifyAssetIsPresent(assetName),Chrome 87.0.4280.141,,,2021-01-12 03:29:21,2021-01-12 03:29:27,6.227s,PASSED
,,,,,,,
Test Cases/Admin/Asset/openAnyAssetAndVerifyUrl,Chrome 87.0.4280.141,,,2021-01-12 03:29:28,2021-01-12 03:29:45,17.723s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 03:29:28,2021-01-12 03:29:39,11.108s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-12 03:29:39,2021-01-12 03:29:40,0.985s,PASSED
pages.Asset.verifyUrlOfassetEditPage(assetName),Chrome 87.0.4280.141,,,2021-01-12 03:29:40,2021-01-12 03:29:45,5.436s,PASSED
,,,,,,,
Test Cases/Admin/Asset/deleteAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-12 03:29:45,2021-01-12 03:32:05,2m - 19.424s,FAILED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 03:29:45,2021-01-12 03:29:57,11.657s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-12 03:29:57,2021-01-12 03:29:58,0.874s,PASSED
pages.Asset.deleteAsset(assetName),Chrome 87.0.4280.141,,,2021-01-12 03:29:58,2021-01-12 03:32:05,2m - 6.643s,FAILED
,,,,,,,
Test Cases/Admin/Asset/editSourceInAssetEditPageAndVerify,Chrome 87.0.4280.141,,,2021-01-12 03:32:05,2021-01-12 03:32:37,31.911s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 03:32:05,2021-01-12 03:32:16,11.282s,PASSED
assetDetails = pages.Asset.editSourceInAssetEditPage(),Chrome 87.0.4280.141,,,2021-01-12 03:32:16,2021-01-12 03:32:29,13.200s,PASSED
assetName = assetName,Chrome 87.0.4280.141,,,2021-01-12 03:32:29,2021-01-12 03:32:29,0.011s,PASSED
sourceName = sourceName,Chrome 87.0.4280.141,,,2021-01-12 03:32:29,2021-01-12 03:32:29,0.001s,PASSED
