Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Brand,Chrome 87.0.4280.141,,,2021-01-12 07:12:05,2021-01-12 07:13:07,1m - 1.900s,FAILED
,,,,,,,
Test Cases/Admin/Brand/Add a Brand without filling mandatory details,Chrome 87.0.4280.141,,,2021-01-12 07:12:24,2021-01-12 07:12:57,33.802s,PASSED
pages.Brand.addBrandWithoutfillingmandatoryDetails(),Chrome 87.0.4280.141,,,2021-01-12 07:12:24,2021-01-12 07:12:57,33.590s,PASSED
,,,,,,,
Test Cases/Admin/Brand/createBrandAndVerifyIsItSuccessfullyCreated,Chrome 87.0.4280.141,,,2021-01-12 07:12:57,2021-01-12 07:12:59,1.977s,FAILED
pages.Brand.clickBrand(),Chrome 87.0.4280.141,,,2021-01-12 07:12:58,2021-01-12 07:12:59,1.726s,FAILED
,,,,,,,
Test Cases/Admin/Brand/Delete a Brand and verify,Chrome 87.0.4280.141,,,2021-01-12 07:12:59,2021-01-12 07:13:02,2.776s,FAILED
brandName = pages.Brand.addBrand(),Chrome 87.0.4280.141,,,2021-01-12 07:13:00,2021-01-12 07:13:02,2.512s,FAILED
,,,,,,,
Test Cases/Admin/Brand/Edit a Brand and Verify,Chrome 87.0.4280.141,,,2021-01-12 07:13:02,2021-01-12 07:13:05,2.616s,FAILED
brandName = pages.Brand.addBrand(),Chrome 87.0.4280.141,,,2021-01-12 07:13:02,2021-01-12 07:13:05,2.425s,FAILED
,,,,,,,
Test Cases/Admin/Brand/Verify elements on Add Brand popup,Chrome 87.0.4280.141,,,2021-01-12 07:13:05,2021-01-12 07:13:07,2.004s,FAILED
pages.Brand.clickBrand(),Chrome 87.0.4280.141,,,2021-01-12 07:13:05,2021-01-12 07:13:07,1.690s,FAILED
