Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Journey,Chrome 87.0.4280.141,,,2021-01-12 04:02:09,2021-01-12 04:05:35,3m - 25.812s,PASSED
,,,,,,,
Test Cases/Admin/Journey/addJournyAndVerifyItisAdded,Chrome 87.0.4280.141,,,2021-01-12 04:02:30,2021-01-12 04:02:44,14.512s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.141,,,2021-01-12 04:02:30,2021-01-12 04:02:33,2.597s,PASSED
journeyName = pages.Journey.addJourney(),Chrome 87.0.4280.141,,,2021-01-12 04:02:33,2021-01-12 04:02:38,5.147s,PASSED
println(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:02:38,2021-01-12 04:02:38,0.005s,PASSED
pages.Journey.verifyJourneyAdded(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:02:38,2021-01-12 04:02:44,6.278s,PASSED
,,,,,,,
Test Cases/Admin/Journey/deleteJourneyAndVerify,Chrome 87.0.4280.141,,,2021-01-12 04:02:44,2021-01-12 04:03:38,53.465s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.141,,,2021-01-12 04:02:45,2021-01-12 04:02:46,1.406s,PASSED
journeyName = pages.Journey.addJourney(),Chrome 87.0.4280.141,,,2021-01-12 04:02:46,2021-01-12 04:02:52,5.460s,PASSED
println(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:02:52,2021-01-12 04:02:52,0.000s,PASSED
pages.Journey.deleteJourney(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:02:52,2021-01-12 04:03:01,9.417s,PASSED
pages.Journey.verifyJourneyDeleted(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:03:01,2021-01-12 04:03:38,36.811s,PASSED
,,,,,,,
Test Cases/Admin/Journey/cloneJourneyAndVerifyisitCloned,Chrome 87.0.4280.141,,,2021-01-12 04:03:38,2021-01-12 04:04:03,24.957s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.141,,,2021-01-12 04:03:38,2021-01-12 04:03:40,1.572s,PASSED
journeyName = pages.Journey.addJourney(),Chrome 87.0.4280.141,,,2021-01-12 04:03:40,2021-01-12 04:03:45,4.943s,PASSED
println(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:03:45,2021-01-12 04:03:45,0.002s,PASSED
pages.Journey.cloneJourney(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:03:45,2021-01-12 04:03:55,10.043s,PASSED
pages.Journey.verifyJourneyCloned(journeyName),Chrome 87.0.4280.141,,,2021-01-12 04:03:55,2021-01-12 04:04:03,7.996s,PASSED
,,,,,,,
Test Cases/Admin/Journey/createAccessCodeForJourneyAndVerifyIsTheCodeSuccessfullyCreated,Chrome 87.0.4280.141,,,2021-01-12 04:04:03,2021-01-12 04:04:36,32.875s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.141,,,2021-01-12 04:04:03,2021-01-12 04:04:05,1.938s,PASSED
journeyName = pages.Journey.getRandomJourneyName(),Chrome 87.0.4280.141,,,2021-01-12 04:04:05,2021-01-12 04:04:07,1.582s,PASSED
accessCode = pages.Journey.getRandomAccessCode(),Chrome 87.0.4280.141,,,2021-01-12 04:04:07,2021-01-12 04:04:07,0.002s,PASSED
useLimit = pages.Journey.getRandomCount(),Chrome 87.0.4280.141,,,2021-01-12 04:04:07,2021-01-12 04:04:07,0.002s,PASSED
"accessCode = pages.Journey.createAccessCodeInJourney(journeyName, accessCode, useLimit)",Chrome 87.0.4280.141,,,2021-01-12 04:04:07,2021-01-12 04:04:25,18.023s,PASSED
