Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
typeOfBackGround,Chrome 87.0.4280.141,,,2021-01-12 05:57:37,2021-01-12 05:59:22,1m - 44.483s,ERROR
,,,,,,,
Test Cases/JourneyPortal/verifyFixedBackGroundInJourneyPortal,Chrome 87.0.4280.141,,,2021-01-12 05:57:59,2021-01-12 05:58:42,42.401s,ERROR
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.141,,,2021-01-12 05:58:00,2021-01-12 05:58:04,4.606s,PASSED
journeyName = pages.Journey.getRandomJourneyName(),Chrome 87.0.4280.141,,,2021-01-12 05:58:04,2021-01-12 05:58:42,37.539s,ERROR
,,,,,,,
Test Cases/JourneyPortal/verifyScrollingBackGroundInJourneyPortal,Chrome 87.0.4280.141,,,2021-01-12 05:58:42,2021-01-12 05:59:22,39.751s,ERROR
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.141,,,2021-01-12 05:58:42,2021-01-12 05:58:44,1.614s,PASSED
journeyName = pages.Journey.getRandomJourneyName(),Chrome 87.0.4280.141,,,2021-01-12 05:58:44,2021-01-12 05:59:22,37.874s,ERROR
