Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AllTestCases,Chrome 87.0.4280.141,,,2021-01-13 13:13:46,2021-01-13 13:46:41,32m - 55.277s,ERROR
,,,,,,,
Test Cases/Admin/Asset/addAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-13 13:14:20,2021-01-13 13:14:51,31.271s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:14:20,2021-01-13 13:14:23,3.090s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:14:23,2021-01-13 13:14:25,1.406s,PASSED
assetName = pages.Asset.addAsset(),Chrome 87.0.4280.141,,,2021-01-13 13:14:25,2021-01-13 13:14:42,17.523s,PASSED
pages.Asset.VerifyAssetIsPresent(assetName),Chrome 87.0.4280.141,,,2021-01-13 13:14:42,2021-01-13 13:14:51,8.879s,PASSED
,,,,,,,
Test Cases/Admin/Asset/deleteAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-13 13:14:51,2021-01-13 13:15:18,27.183s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:14:51,2021-01-13 13:14:54,3.034s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:14:54,2021-01-13 13:14:56,1.367s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-13 13:14:56,2021-01-13 13:14:57,1.127s,PASSED
pages.Asset.deleteAsset(assetName),Chrome 87.0.4280.141,,,2021-01-13 13:14:57,2021-01-13 13:15:09,11.741s,PASSED
pages.Asset.VerifyAssetNotPresent(assetName),Chrome 87.0.4280.141,,,2021-01-13 13:15:09,2021-01-13 13:15:18,9.621s,PASSED
,,,,,,,
Test Cases/Admin/Asset/editSourceInAssetEditPageAndVerify,Chrome 87.0.4280.141,,,2021-01-13 13:15:18,2021-01-13 13:15:58,40.063s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:15:18,2021-01-13 13:15:21,3.030s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:15:22,2021-01-13 13:15:23,1.177s,PASSED
assetDetails = pages.Asset.editSourceInAssetEditPage(),Chrome 87.0.4280.141,,,2021-01-13 13:15:23,2021-01-13 13:15:43,20.466s,PASSED
assetName = assetName,Chrome 87.0.4280.141,,,2021-01-13 13:15:43,2021-01-13 13:15:43,0.006s,PASSED
sourceName = sourceName,Chrome 87.0.4280.141,,,2021-01-13 13:15:43,2021-01-13 13:15:43,0.001s,PASSED
"pages.Asset.verifySourceInEditAssetPage(assetName, sourceName)",Chrome 87.0.4280.141,,,2021-01-13 13:15:43,2021-01-13 13:15:58,15.055s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfCancelButtonInAddAssetPopup,Chrome 87.0.4280.141,,,2021-01-13 13:15:58,2021-01-13 13:16:15,16.951s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:15:58,2021-01-13 13:16:01,3.041s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:16:02,2021-01-13 13:16:03,1.144s,PASSED
assetName = pages.Asset.cancelButtonInAddAssetPopup(),Chrome 87.0.4280.141,,,2021-01-13 13:16:03,2021-01-13 13:16:08,4.853s,PASSED
pages.Asset.VerifyAssetNotPresent(assetName),Chrome 87.0.4280.141,,,2021-01-13 13:16:08,2021-01-13 13:16:15,7.650s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfCloseButtonandVerify,Chrome 87.0.4280.141,,,2021-01-13 13:16:15,2021-01-13 13:16:43,27.696s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:16:15,2021-01-13 13:16:18,3.030s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:16:19,2021-01-13 13:16:20,1.312s,PASSED
pages.Asset.closeButtonInAssetEditPage(),Chrome 87.0.4280.141,,,2021-01-13 13:16:20,2021-01-13 13:16:33,13.008s,PASSED
"verification.Verification.getUrlAndVerify(""dashboard"", ""cancel button is not working"")",Chrome 87.0.4280.141,,,2021-01-13 13:16:33,2021-01-13 13:16:43,10.071s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfSearcBoxWithInvalidDetails,Chrome 87.0.4280.141,,,2021-01-13 13:16:43,2021-01-13 13:16:58,15.471s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:16:43,2021-01-13 13:16:46,3.025s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:16:46,2021-01-13 13:16:48,1.270s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-13 13:16:48,2021-01-13 13:16:48,0.972s,PASSED
"assetName = assetName + ""1""",Chrome 87.0.4280.141,,,2021-01-13 13:16:48,2021-01-13 13:16:48,0.001s,PASSED
pages.Asset.VerifyAssetNotPresent(assetName),Chrome 87.0.4280.141,,,2021-01-13 13:16:48,2021-01-13 13:16:58,9.935s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfSearchBoxwithValidDetails,Chrome 87.0.4280.141,,,2021-01-13 13:16:58,2021-01-13 13:17:15,16.146s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:16:58,2021-01-13 13:17:01,3.028s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:17:02,2021-01-13 13:17:03,1.259s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-13 13:17:03,2021-01-13 13:17:04,0.997s,PASSED
pages.Asset.VerifyAssetIsPresent(assetName),Chrome 87.0.4280.141,,,2021-01-13 13:17:04,2021-01-13 13:17:15,10.620s,PASSED
,,,,,,,
Test Cases/Admin/Asset/openAnyAssetAndVerifyUrl,Chrome 87.0.4280.141,,,2021-01-13 13:17:15,2021-01-13 13:17:31,15.949s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:17:15,2021-01-13 13:17:18,3.032s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:17:18,2021-01-13 13:17:19,1.240s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-13 13:17:19,2021-01-13 13:17:20,0.996s,PASSED
pages.Asset.verifyUrlOfassetEditPage(assetName),Chrome 87.0.4280.141,,,2021-01-13 13:17:20,2021-01-13 13:17:31,10.438s,PASSED
,,,,,,,
Test Cases/Admin/Asset/VerifyAssetPage,Chrome 87.0.4280.141,,,2021-01-13 13:17:31,2021-01-13 13:17:44,13.107s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-13 13:17:31,2021-01-13 13:17:40,9.211s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-13 13:17:40,2021-01-13 13:17:41,1.314s,PASSED
