Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AssetSource,Chrome 87.0.4280.141,,,2021-01-12 03:34:43,2021-01-12 03:36:57,2m - 14.024s,FAILED
,,,,,,,
Test Cases/Admin/AssetSource/Add An AssetSource,Chrome 87.0.4280.141,,,2021-01-12 03:35:04,2021-01-12 03:35:46,42.474s,FAILED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 03:35:04,2021-01-12 03:35:12,7.511s,PASSED
pages.Assetsource.verifyAssetSourceAdded(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:35:12,2021-01-12 03:35:46,34.672s,FAILED
,,,,,,,
Test Cases/Admin/AssetSource/Delete An AssetSource,Chrome 87.0.4280.141,,,2021-01-12 03:35:46,2021-01-12 03:36:03,16.138s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 03:35:47,2021-01-12 03:35:53,5.908s,PASSED
println(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:35:53,2021-01-12 03:35:53,0.007s,PASSED
pages.Assetsource.deleteAnAssetSource(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:35:53,2021-01-12 03:35:59,6.748s,PASSED
pages.Assetsource.verifyAssetSourceDeleted(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:35:59,2021-01-12 03:36:03,3.273s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Edit An AssetSource,Chrome 87.0.4280.141,,,2021-01-12 03:36:03,2021-01-12 03:36:21,18.774s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 03:36:03,2021-01-12 03:36:10,6.940s,PASSED
println(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:36:10,2021-01-12 03:36:10,0.002s,PASSED
pages.Assetsource.editAnAssetSource(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:36:10,2021-01-12 03:36:21,11.610s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify Asset Source tab by clicking it,Chrome 87.0.4280.141,,,2021-01-12 03:36:21,2021-01-12 03:36:23,1.889s,PASSED
pages.Assetsource.navigateToAssetSourceDetailsTab(),Chrome 87.0.4280.141,,,2021-01-12 03:36:21,2021-01-12 03:36:23,1.741s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify by clicking on any asset source in the Asset source tab details page,Chrome 87.0.4280.141,,,2021-01-12 03:36:23,2021-01-12 03:36:36,12.825s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 03:36:23,2021-01-12 03:36:29,5.569s,PASSED
println(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:36:29,2021-01-12 03:36:29,0.003s,PASSED
pages.Assetsource.openAnyExistingAssetSource(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:36:29,2021-01-12 03:36:36,7.087s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify Cancel button functionality in the Add Asset Source popup,Chrome 87.0.4280.141,,,2021-01-12 03:36:36,2021-01-12 03:36:41,5.400s,PASSED
pages.Assetsource.navigateToAssetSourceDetailsTab(),Chrome 87.0.4280.141,,,2021-01-12 03:36:36,2021-01-12 03:36:38,1.958s,PASSED
pages.Assetsource.clickAddAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 03:36:38,2021-01-12 03:36:39,1.085s,PASSED
pages.Assetsource.cancelAssetSourcePopup(),Chrome 87.0.4280.141,,,2021-01-12 03:36:39,2021-01-12 03:36:41,2.170s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify Close button functionality in the Asset Source edit page,Chrome 87.0.4280.141,,,2021-01-12 03:36:41,2021-01-12 03:36:57,15.938s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 03:36:42,2021-01-12 03:36:47,5.634s,PASSED
println(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:36:47,2021-01-12 03:36:47,0.001s,PASSED
pages.Assetsource.openAnyExistingAssetSource(sourcename),Chrome 87.0.4280.141,,,2021-01-12 03:36:47,2021-01-12 03:36:55,8.128s,PASSED
pages.Assetsource.closeAssetSourceEditpage(),Chrome 87.0.4280.141,,,2021-01-12 03:36:55,2021-01-12 03:36:57,2.011s,PASSED
