Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AllTestCases,Chrome 87.0.4280.141,,,2021-01-14 08:44:06,2021-01-14 09:13:13,29m - 7.112s,ERROR
,,,,,,,
Test Cases/Admin/Asset/addAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-14 08:44:32,2021-01-14 08:45:02,30.157s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-14 08:44:32,2021-01-14 08:44:35,3.142s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-14 08:44:35,2021-01-14 08:44:36,1.290s,PASSED
assetName = pages.Asset.addAsset(),Chrome 87.0.4280.141,,,2021-01-14 08:44:36,2021-01-14 08:44:52,15.346s,PASSED
pages.Asset.VerifyAssetIsPresent(assetName),Chrome 87.0.4280.141,,,2021-01-14 08:44:52,2021-01-14 08:45:02,10.047s,PASSED
,,,,,,,
Test Cases/Admin/Asset/deleteAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-14 08:45:02,2021-01-14 08:45:30,28.506s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-14 08:45:02,2021-01-14 08:45:05,3.033s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-14 08:45:05,2021-01-14 08:45:06,1.344s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-14 08:45:06,2021-01-14 08:45:07,1.017s,PASSED
pages.Asset.deleteAsset(assetName),Chrome 87.0.4280.141,,,2021-01-14 08:45:07,2021-01-14 08:45:19,11.675s,PASSED
pages.Asset.VerifyAssetNotPresent(assetName),Chrome 87.0.4280.141,,,2021-01-14 08:45:19,2021-01-14 08:45:30,11.194s,PASSED
,,,,,,,
Test Cases/Admin/Asset/editSourceInAssetEditPageAndVerify,Chrome 87.0.4280.141,,,2021-01-14 08:45:30,2021-01-14 08:46:08,37.977s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-14 08:45:30,2021-01-14 08:45:33,3.027s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-14 08:45:34,2021-01-14 08:45:35,1.225s,PASSED
assetDetails = pages.Asset.editSourceInAssetEditPage(),Chrome 87.0.4280.141,,,2021-01-14 08:45:35,2021-01-14 08:45:54,19.321s,PASSED
assetName = assetName,Chrome 87.0.4280.141,,,2021-01-14 08:45:54,2021-01-14 08:45:54,0.005s,PASSED
sourceName = sourceName,Chrome 87.0.4280.141,,,2021-01-14 08:45:54,2021-01-14 08:45:54,0.000s,PASSED
"pages.Asset.verifySourceInEditAssetPage(assetName, sourceName)",Chrome 87.0.4280.141,,,2021-01-14 08:45:54,2021-01-14 08:46:08,14.112s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfCancelButtonInAddAssetPopup,Chrome 87.0.4280.141,,,2021-01-14 08:46:08,2021-01-14 08:46:26,18.232s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-14 08:46:08,2021-01-14 08:46:11,3.039s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-14 08:46:12,2021-01-14 08:46:13,1.286s,PASSED
assetName = pages.Asset.cancelButtonInAddAssetPopup(),Chrome 87.0.4280.141,,,2021-01-14 08:46:13,2021-01-14 08:46:18,4.889s,PASSED
pages.Asset.VerifyAssetNotPresent(assetName),Chrome 87.0.4280.141,,,2021-01-14 08:46:18,2021-01-14 08:46:26,8.741s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfCloseButtonandVerify,Chrome 87.0.4280.141,,,2021-01-14 08:46:26,2021-01-14 08:46:55,28.481s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-14 08:46:26,2021-01-14 08:46:30,3.028s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-14 08:46:30,2021-01-14 08:46:31,1.284s,PASSED
pages.Asset.closeButtonInAssetEditPage(),Chrome 87.0.4280.141,,,2021-01-14 08:46:31,2021-01-14 08:46:45,13.834s,PASSED
"verification.Verification.getUrlAndVerify(""dashboard"", ""cancel button is not working"")",Chrome 87.0.4280.141,,,2021-01-14 08:46:45,2021-01-14 08:46:55,10.060s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfSearcBoxWithInvalidDetails,Chrome 87.0.4280.141,,,2021-01-14 08:46:55,2021-01-14 08:47:11,15.856s,PASSED
Start listener action : login,Chrome 87.0.4280.141,,,2021-01-14 08:46:55,2021-01-14 08:46:58,3.032s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-14 08:46:58,2021-01-14 08:47:00,1.404s,PASSED
