Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Product,Chrome 87.0.4280.141,,,2021-01-12 04:20:57,2021-01-12 04:23:47,2m - 50.716s,FAILED
,,,,,,,
Test Cases/Admin/Product/addProductAndVerify,Chrome 87.0.4280.141,,,2021-01-12 04:21:16,2021-01-12 04:21:30,14.056s,PASSED
productname = pages.Product.addProduct(),Chrome 87.0.4280.141,,,2021-01-12 04:21:17,2021-01-12 04:21:25,8.741s,PASSED
pages.Product.verifyProductAdded(productname),Chrome 87.0.4280.141,,,2021-01-12 04:21:25,2021-01-12 04:21:30,5.033s,PASSED
println(productname),Chrome 87.0.4280.141,,,2021-01-12 04:21:30,2021-01-12 04:21:30,0.006s,PASSED
,,,,,,,
Test Cases/Admin/Product/checkWhetherTheProductIsAvailable,Chrome 87.0.4280.141,,,2021-01-12 04:21:30,2021-01-12 04:21:38,7.678s,PASSED
pages.Product.clickOnProductTab(),Chrome 87.0.4280.141,,,2021-01-12 04:21:31,2021-01-12 04:21:33,1.975s,PASSED
"pages.Product.openAnyExistingProduct(""cars1"")",Chrome 87.0.4280.141,,,2021-01-12 04:21:33,2021-01-12 04:21:38,5.444s,PASSED
,,,,,,,
Test Cases/Admin/Product/deleteProductAndVerify,Chrome 87.0.4280.141,,,2021-01-12 04:21:38,2021-01-12 04:22:23,44.768s,FAILED
productname = pages.Product.getRandomProductNmae(),Chrome 87.0.4280.141,,,2021-01-12 04:21:38,2021-01-12 04:21:42,3.678s,PASSED
pages.Product.deleteProduct(productname),Chrome 87.0.4280.141,,,2021-01-12 04:21:42,2021-01-12 04:21:49,6.526s,PASSED
pages.Product.verifyProductNotPresent(productname),Chrome 87.0.4280.141,,,2021-01-12 04:21:49,2021-01-12 04:22:23,34.256s,FAILED
,,,,,,,
Test Cases/Admin/Product/deleteProductFromProductEditPageAndVerify,Chrome 87.0.4280.141,,,2021-01-12 04:22:23,2021-01-12 04:23:09,45.688s,FAILED
productname = pages.Product.getRandomProductNmae(),Chrome 87.0.4280.141,,,2021-01-12 04:22:23,2021-01-12 04:22:25,1.966s,PASSED
pages.Product.openAnyExistingProduct(productname),Chrome 87.0.4280.141,,,2021-01-12 04:22:25,2021-01-12 04:22:30,5.285s,PASSED
pages.Product.clickDeleteButtonInProductEditPage(),Chrome 87.0.4280.141,,,2021-01-12 04:22:30,2021-01-12 04:22:33,2.789s,PASSED
pages.Product.clickCloseButtonInProductEditPage(),Chrome 87.0.4280.141,,,2021-01-12 04:22:33,2021-01-12 04:22:35,1.745s,PASSED
pages.Product.verifyProductNotPresent(productname),Chrome 87.0.4280.141,,,2021-01-12 04:22:35,2021-01-12 04:23:09,33.654s,FAILED
,,,,,,,
Test Cases/Admin/Product/editProductNameAndVerify,Chrome 87.0.4280.141,,,2021-01-12 04:23:09,2021-01-12 04:23:37,28.972s,PASSED
productname = pages.Product.addProduct(),Chrome 87.0.4280.141,,,2021-01-12 04:23:09,2021-01-12 04:23:15,6.566s,PASSED
pages.Product.openAnyExistingProduct(productname),Chrome 87.0.4280.141,,,2021-01-12 04:23:15,2021-01-12 04:23:20,5.110s,PASSED
editedName = pages.Product.editProductName(),Chrome 87.0.4280.141,,,2021-01-12 04:23:20,2021-01-12 04:23:30,9.720s,PASSED
pages.Product.verifyProductAdded(editedName),Chrome 87.0.4280.141,,,2021-01-12 04:23:30,2021-01-12 04:23:34,3.941s,PASSED
pages.Product.verifyProductNotPresent(productname),Chrome 87.0.4280.141,,,2021-01-12 04:23:34,2021-01-12 04:23:37,3.415s,PASSED
,,,,,,,
Test Cases/Admin/Product/verifyAddProductPopUp,Chrome 87.0.4280.141,,,2021-01-12 04:23:37,2021-01-12 04:23:42,4.189s,PASSED
pages.Product.clickOnProductTab(),Chrome 87.0.4280.141,,,2021-01-12 04:23:38,2021-01-12 04:23:39,1.188s,PASSED
pages.Product.clickOnAddProductButton(),Chrome 87.0.4280.141,,,2021-01-12 04:23:39,2021-01-12 04:23:40,1.170s,PASSED
pages.Product.verifyProductPopUp(),Chrome 87.0.4280.141,,,2021-01-12 04:23:40,2021-01-12 04:23:42,1.608s,PASSED
,,,,,,,
Test Cases/Admin/Product/verifyCloseButtonFunctionalityInProductEditPage,Chrome 87.0.4280.141,,,2021-01-12 04:23:42,2021-01-12 04:23:45,2.827s,FAILED
productname = pages.Product.getRandomProductNmae(),Chrome 87.0.4280.141,,,2021-01-12 04:23:42,2021-01-12 04:23:45,2.490s,FAILED
,,,,,,,
Test Cases/Admin/Product/verifySaveChangesDeleteAndCloseButtonInProductDetailspage,Chrome 87.0.4280.141,,,2021-01-12 04:23:45,2021-01-12 04:23:47,2.754s,FAILED
productname = pages.Product.addProduct(),Chrome 87.0.4280.141,,,2021-01-12 04:23:45,2021-01-12 04:23:47,2.521s,FAILED
