Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AssetSource,Chrome 87.0.4280.88,,,2021-01-12 11:25:06,2021-01-12 11:27:45,2m - 38.997s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Add An AssetSource,Chrome 87.0.4280.88,,,2021-01-12 11:25:39,2021-01-12 11:25:57,18.170s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.88,,,2021-01-12 11:25:40,2021-01-12 11:25:48,8.167s,PASSED
pages.Assetsource.verifyAssetSourceAdded(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:25:48,2021-01-12 11:25:52,4.127s,PASSED
println(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:25:52,2021-01-12 11:25:52,0.012s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Delete An AssetSource,Chrome 87.0.4280.88,,,2021-01-12 11:25:57,2021-01-12 11:26:22,24.792s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.88,,,2021-01-12 11:25:57,2021-01-12 11:26:05,7.179s,PASSED
println(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:26:05,2021-01-12 11:26:05,0.002s,PASSED
pages.Assetsource.deleteAnAssetSource(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:26:05,2021-01-12 11:26:14,9.517s,PASSED
pages.Assetsource.verifyAssetSourceDeleted(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:26:14,2021-01-12 11:26:17,2.601s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Edit An AssetSource,Chrome 87.0.4280.88,,,2021-01-12 11:26:22,2021-01-12 11:26:47,25.529s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.88,,,2021-01-12 11:26:22,2021-01-12 11:26:29,7.046s,PASSED
println(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:26:29,2021-01-12 11:26:29,0.002s,PASSED
pages.Assetsource.editAnAssetSource(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:26:29,2021-01-12 11:26:42,13.011s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify Asset Source tab by clicking it,Chrome 87.0.4280.88,,,2021-01-12 11:26:47,2021-01-12 11:26:54,7.059s,PASSED
pages.Assetsource.navigateToAssetSourceDetailsTab(),Chrome 87.0.4280.88,,,2021-01-12 11:26:48,2021-01-12 11:26:49,1.618s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify by clicking on any asset source in the Asset source tab details page,Chrome 87.0.4280.88,,,2021-01-12 11:26:54,2021-01-12 11:27:12,17.808s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.88,,,2021-01-12 11:26:55,2021-01-12 11:27:02,6.862s,PASSED
println(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:27:02,2021-01-12 11:27:02,0.000s,PASSED
pages.Assetsource.openAnyExistingAssetSource(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:27:02,2021-01-12 11:27:07,5.486s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify Cancel button functionality in the Add Asset Source popup,Chrome 87.0.4280.88,,,2021-01-12 11:27:12,2021-01-12 11:27:24,11.420s,PASSED
pages.Assetsource.navigateToAssetSourceDetailsTab(),Chrome 87.0.4280.88,,,2021-01-12 11:27:13,2021-01-12 11:27:15,2.335s,PASSED
pages.Assetsource.clickAddAssetSource(),Chrome 87.0.4280.88,,,2021-01-12 11:27:15,2021-01-12 11:27:16,1.303s,PASSED
pages.Assetsource.cancelAssetSourcePopup(),Chrome 87.0.4280.88,,,2021-01-12 11:27:16,2021-01-12 11:27:19,2.305s,PASSED
,,,,,,,
Test Cases/Admin/AssetSource/Verify Close button functionality in the Asset Source edit page,Chrome 87.0.4280.88,,,2021-01-12 11:27:24,2021-01-12 11:27:45,20.876s,PASSED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.88,,,2021-01-12 11:27:24,2021-01-12 11:27:31,6.527s,PASSED
println(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:27:31,2021-01-12 11:27:31,0.001s,PASSED
pages.Assetsource.openAnyExistingAssetSource(sourcename),Chrome 87.0.4280.88,,,2021-01-12 11:27:31,2021-01-12 11:27:37,5.943s,PASSED
pages.Assetsource.closeAssetSourceEditpage(),Chrome 87.0.4280.88,,,2021-01-12 11:27:37,2021-01-12 11:27:40,2.967s,PASSED
