Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Asset,Chrome 87.0.4280.141,,,2021-01-12 05:35:14,2021-01-12 05:43:46,8m - 31.568s,FAILED
,,,,,,,
Test Cases/Admin/Asset/addAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-12 05:35:37,2021-01-12 05:36:35,57.831s,FAILED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 05:35:38,2021-01-12 05:35:52,13.844s,PASSED
assetName = pages.Asset.addAsset(),Chrome 87.0.4280.141,,,2021-01-12 05:35:52,2021-01-12 05:35:59,7.783s,PASSED
pages.Asset.VerifyAssetIsPresent(assetName),Chrome 87.0.4280.141,,,2021-01-12 05:35:59,2021-01-12 05:36:35,35.988s,FAILED
,,,,,,,
Test Cases/Admin/Asset/openAnyAssetAndVerifyUrl,Chrome 87.0.4280.141,,,2021-01-12 05:36:35,2021-01-12 05:36:54,18.355s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 05:36:36,2021-01-12 05:36:47,11.277s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-12 05:36:47,2021-01-12 05:36:48,0.979s,PASSED
pages.Asset.verifyUrlOfassetEditPage(assetName),Chrome 87.0.4280.141,,,2021-01-12 05:36:48,2021-01-12 05:36:54,5.904s,PASSED
,,,,,,,
Test Cases/Admin/Asset/deleteAssetAndVerify,Chrome 87.0.4280.141,,,2021-01-12 05:36:54,2021-01-12 05:39:13,2m - 19.356s,FAILED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 05:36:54,2021-01-12 05:37:06,11.724s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-12 05:37:06,2021-01-12 05:37:07,1.003s,PASSED
pages.Asset.deleteAsset(assetName),Chrome 87.0.4280.141,,,2021-01-12 05:37:07,2021-01-12 05:39:13,2m - 6.430s,FAILED
,,,,,,,
Test Cases/Admin/Asset/editSourceInAssetEditPageAndVerify,Chrome 87.0.4280.141,,,2021-01-12 05:39:13,2021-01-12 05:41:47,2m - 33.553s,FAILED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 05:39:13,2021-01-12 05:39:25,11.285s,PASSED
assetDetails = pages.Asset.editSourceInAssetEditPage(),Chrome 87.0.4280.141,,,2021-01-12 05:39:25,2021-01-12 05:39:40,15.796s,PASSED
assetName = assetName,Chrome 87.0.4280.141,,,2021-01-12 05:39:40,2021-01-12 05:39:40,0.010s,PASSED
sourceName = sourceName,Chrome 87.0.4280.141,,,2021-01-12 05:39:40,2021-01-12 05:39:40,0.001s,PASSED
"pages.Asset.verifySourceInEditAssetPage(assetName, sourceName)",Chrome 87.0.4280.141,,,2021-01-12 05:39:40,2021-01-12 05:41:47,2m - 6.256s,FAILED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfCancelButtonInAddAssetPopup,Chrome 87.0.4280.141,,,2021-01-12 05:41:47,2021-01-12 05:42:04,17.721s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 05:41:47,2021-01-12 05:41:58,11.278s,PASSED
assetName = pages.Asset.cancelButtonInAddAssetPopup(),Chrome 87.0.4280.141,,,2021-01-12 05:41:58,2021-01-12 05:42:02,4.231s,PASSED
pages.Asset.VerifyAssetNotPresent(assetName),Chrome 87.0.4280.141,,,2021-01-12 05:42:02,2021-01-12 05:42:04,2.067s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfCloseButtonandVerify,Chrome 87.0.4280.141,,,2021-01-12 05:42:04,2021-01-12 05:42:32,27.325s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 05:42:04,2021-01-12 05:42:16,11.228s,PASSED
pages.Asset.closeButtonInAssetEditPage(),Chrome 87.0.4280.141,,,2021-01-12 05:42:16,2021-01-12 05:42:22,5.917s,PASSED
"verification.Verification.getUrlAndVerify(""dashboard"", ""cancel button is not working"")",Chrome 87.0.4280.141,,,2021-01-12 05:42:22,2021-01-12 05:42:32,10.027s,PASSED
,,,,,,,
Test Cases/Admin/Asset/functionalityOfSearcBoxWithInvalidDetails,Chrome 87.0.4280.141,,,2021-01-12 05:42:32,2021-01-12 05:42:46,13.995s,PASSED
pages.Asset.clickAssetTab(),Chrome 87.0.4280.141,,,2021-01-12 05:42:32,2021-01-12 05:42:43,11.159s,PASSED
assetName = pages.Asset.getRandomAssetName(),Chrome 87.0.4280.141,,,2021-01-12 05:42:43,2021-01-12 05:42:44,0.870s,PASSED
"assetName = assetName + ""1""",Chrome 87.0.4280.141,,,2021-01-12 05:42:44,2021-01-12 05:42:44,0.001s,PASSED
pages.Asset.VerifyAssetNotPresent(assetName),Chrome 87.0.4280.141,,,2021-01-12 05:42:44,2021-01-12 05:42:46,1.802s,PASSED
,,,,,,,
