Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Product,Chrome 87.0.4280.141,,,2021-01-12 07:15:24,2021-01-12 07:17:34,2m - 9.754s,FAILED
,,,,,,,
Test Cases/Admin/Product/addProductAndVerify,Chrome 87.0.4280.141,,,2021-01-12 07:15:42,2021-01-12 07:15:58,15.830s,PASSED
productname = pages.Product.addProduct(),Chrome 87.0.4280.141,,,2021-01-12 07:15:42,2021-01-12 07:15:51,8.610s,PASSED
pages.Product.verifyProductAdded(productname),Chrome 87.0.4280.141,,,2021-01-12 07:15:51,2021-01-12 07:15:58,6.964s,PASSED
println(productname),Chrome 87.0.4280.141,,,2021-01-12 07:15:58,2021-01-12 07:15:58,0.003s,PASSED
,,,,,,,
Test Cases/Admin/Product/deleteProductAndVerify,Chrome 87.0.4280.141,,,2021-01-12 07:15:58,2021-01-12 07:16:11,13.429s,PASSED
productname = pages.Product.getRandomProductNmae(),Chrome 87.0.4280.141,,,2021-01-12 07:15:58,2021-01-12 07:16:01,3.238s,PASSED
pages.Product.deleteProduct(productname),Chrome 87.0.4280.141,,,2021-01-12 07:16:01,2021-01-12 07:16:07,5.843s,PASSED
pages.Product.verifyProductNotPresent(productname),Chrome 87.0.4280.141,,,2021-01-12 07:16:07,2021-01-12 07:16:11,4.153s,PASSED
,,,,,,,
Test Cases/Admin/Product/deleteProductFromProductEditPageAndVerify,Chrome 87.0.4280.141,,,2021-01-12 07:16:11,2021-01-12 07:16:56,44.365s,FAILED
productname = pages.Product.getRandomProductNmae(),Chrome 87.0.4280.141,,,2021-01-12 07:16:12,2021-01-12 07:16:14,2.133s,PASSED
pages.Product.openAnyExistingProduct(productname),Chrome 87.0.4280.141,,,2021-01-12 07:16:14,2021-01-12 07:16:18,4.568s,PASSED
pages.Product.clickDeleteButtonInProductEditPage(),Chrome 87.0.4280.141,,,2021-01-12 07:16:18,2021-01-12 07:16:20,1.610s,PASSED
pages.Product.clickCloseButtonInProductEditPage(),Chrome 87.0.4280.141,,,2021-01-12 07:16:20,2021-01-12 07:16:22,1.639s,PASSED
pages.Product.verifyProductNotPresent(productname),Chrome 87.0.4280.141,,,2021-01-12 07:16:22,2021-01-12 07:16:56,34.130s,FAILED
,,,,,,,
Test Cases/Admin/Product/editProductNameAndVerify,Chrome 87.0.4280.141,,,2021-01-12 07:16:56,2021-01-12 07:17:24,28.496s,PASSED
productname = pages.Product.addProduct(),Chrome 87.0.4280.141,,,2021-01-12 07:16:56,2021-01-12 07:17:03,6.561s,PASSED
pages.Product.openAnyExistingProduct(productname),Chrome 87.0.4280.141,,,2021-01-12 07:17:03,2021-01-12 07:17:08,5.207s,PASSED
editedName = pages.Product.editProductName(),Chrome 87.0.4280.141,,,2021-01-12 07:17:08,2021-01-12 07:17:17,9.539s,PASSED
pages.Product.verifyProductAdded(editedName),Chrome 87.0.4280.141,,,2021-01-12 07:17:17,2021-01-12 07:17:21,3.833s,PASSED
pages.Product.verifyProductNotPresent(productname),Chrome 87.0.4280.141,,,2021-01-12 07:17:21,2021-01-12 07:17:24,3.143s,PASSED
,,,,,,,
Test Cases/Admin/Product/verifyAddProductPopUp,Chrome 87.0.4280.141,,,2021-01-12 07:17:24,2021-01-12 07:17:28,4.057s,PASSED
pages.Product.clickOnProductTab(),Chrome 87.0.4280.141,,,2021-01-12 07:17:24,2021-01-12 07:17:26,1.100s,PASSED
pages.Product.clickOnAddProductButton(),Chrome 87.0.4280.141,,,2021-01-12 07:17:26,2021-01-12 07:17:27,1.216s,PASSED
pages.Product.verifyProductPopUp(),Chrome 87.0.4280.141,,,2021-01-12 07:17:27,2021-01-12 07:17:28,1.546s,PASSED
,,,,,,,
Test Cases/Admin/Product/verifyCloseButtonFunctionalityInProductEditPage,Chrome 87.0.4280.141,,,2021-01-12 07:17:28,2021-01-12 07:17:31,2.547s,FAILED
productname = pages.Product.getRandomProductNmae(),Chrome 87.0.4280.141,,,2021-01-12 07:17:29,2021-01-12 07:17:31,2.346s,FAILED
,,,,,,,
Test Cases/Admin/Product/verifySaveChangesDeleteAndCloseButtonInProductDetailspage,Chrome 87.0.4280.141,,,2021-01-12 07:17:31,2021-01-12 07:17:34,2.684s,FAILED
productname = pages.Product.addProduct(),Chrome 87.0.4280.141,,,2021-01-12 07:17:31,2021-01-12 07:17:34,2.406s,FAILED
