Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AssetSource,Chrome 87.0.4280.141,,,2021-01-12 07:10:56,2021-01-12 07:12:01,1m - 4.565s,FAILED
,,,,,,,
Test Cases/Admin/AssetSource/Add An AssetSource,Chrome 87.0.4280.141,,,2021-01-12 07:11:14,2021-01-12 07:11:56,41.785s,FAILED
sourcename = pages.Assetsource.addAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 07:11:14,2021-01-12 07:11:22,7.116s,PASSED
pages.Assetsource.verifyAssetSourceAdded(sourcename),Chrome 87.0.4280.141,,,2021-01-12 07:11:22,2021-01-12 07:11:56,34.320s,FAILED
,,,,,,,
Test Cases/Admin/AssetSource/Verify Cancel button functionality in the Add Asset Source popup,Chrome 87.0.4280.141,,,2021-01-12 07:11:56,2021-01-12 07:12:01,5.022s,PASSED
pages.Assetsource.navigateToAssetSourceDetailsTab(),Chrome 87.0.4280.141,,,2021-01-12 07:11:56,2021-01-12 07:11:58,1.456s,PASSED
pages.Assetsource.clickAddAssetSource(),Chrome 87.0.4280.141,,,2021-01-12 07:11:58,2021-01-12 07:11:59,1.108s,PASSED
pages.Assetsource.cancelAssetSourcePopup(),Chrome 87.0.4280.141,,,2021-01-12 07:11:59,2021-01-12 07:12:01,2.232s,PASSED
