Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Journey,Chrome 87.0.4280.88,,,2021-01-12 12:03:24,2021-01-12 12:09:58,6m - 33.713s,PASSED
,,,,,,,
Test Cases/Admin/Journey/addJournyAndVerifyItisAdded,Chrome 87.0.4280.88,,,2021-01-12 12:04:18,2021-01-12 12:04:47,29.019s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.88,,,2021-01-12 12:04:19,2021-01-12 12:04:29,10.541s,PASSED
journeyName = pages.Journey.addJourney(),Chrome 87.0.4280.88,,,2021-01-12 12:04:29,2021-01-12 12:04:36,6.798s,PASSED
pages.Journey.verifyJourneyAdded(journeyName),Chrome 87.0.4280.88,,,2021-01-12 12:04:36,2021-01-12 12:04:42,6.499s,PASSED
,,,,,,,
Test Cases/Admin/Journey/deleteJourneyAndVerify,Chrome 87.0.4280.88,,,2021-01-12 12:04:48,2021-01-12 12:05:46,58.569s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.88,,,2021-01-12 12:04:48,2021-01-12 12:04:51,3.409s,PASSED
journeyName = pages.Journey.addJourney(),Chrome 87.0.4280.88,,,2021-01-12 12:04:51,2021-01-12 12:04:58,7.282s,PASSED
pages.Journey.deleteJourney(journeyName),Chrome 87.0.4280.88,,,2021-01-12 12:04:58,2021-01-12 12:05:07,8.773s,PASSED
pages.Journey.verifyJourneyDeleted(journeyName),Chrome 87.0.4280.88,,,2021-01-12 12:05:07,2021-01-12 12:05:41,33.893s,PASSED
,,,,,,,
Test Cases/Admin/Journey/cloneJourneyAndVerifyisitCloned,Chrome 87.0.4280.88,,,2021-01-12 12:05:46,2021-01-12 12:06:13,26.743s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.88,,,2021-01-12 12:05:46,2021-01-12 12:05:47,1.014s,PASSED
journeyName = pages.Journey.addJourney(),Chrome 87.0.4280.88,,,2021-01-12 12:05:47,2021-01-12 12:05:51,3.864s,PASSED
pages.Journey.cloneJourney(journeyName),Chrome 87.0.4280.88,,,2021-01-12 12:05:51,2021-01-12 12:06:01,9.689s,PASSED
pages.Journey.verifyJourneyCloned(journeyName),Chrome 87.0.4280.88,,,2021-01-12 12:06:01,2021-01-12 12:06:08,6.993s,PASSED
,,,,,,,
Test Cases/Admin/Journey/createAccessCodeForJourneyAndVerifyIsTheCodeSuccessfullyCreated,Chrome 87.0.4280.88,,,2021-01-12 12:06:13,2021-01-12 12:06:43,29.681s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.88,,,2021-01-12 12:06:13,2021-01-12 12:06:14,1.008s,PASSED
journeyName = pages.Journey.getRandomJourneyName(),Chrome 87.0.4280.88,,,2021-01-12 12:06:14,2021-01-12 12:06:15,1.034s,PASSED
accessCode = pages.Journey.getRandomAccessCode(),Chrome 87.0.4280.88,,,2021-01-12 12:06:15,2021-01-12 12:06:15,0.000s,PASSED
useLimit = pages.Journey.getRandomCount(),Chrome 87.0.4280.88,,,2021-01-12 12:06:15,2021-01-12 12:06:15,0.001s,PASSED
"accessCode = pages.Journey.createAccessCodeInJourney(journeyName, accessCode, useLimit)",Chrome 87.0.4280.88,,,2021-01-12 12:06:15,2021-01-12 12:06:27,11.752s,PASSED
"pages.Journey.verifyTheCreatedAccessCode(journeyName, accessCode)",Chrome 87.0.4280.88,,,2021-01-12 12:06:27,2021-01-12 12:06:37,10.716s,PASSED
,,,,,,,
Test Cases/Admin/Journey/createMultipleAccessCodesWithSameName,Chrome 87.0.4280.88,,,2021-01-12 12:06:43,2021-01-12 12:09:58,3m - 15.627s,PASSED
pages.Journey.clickOnJourneyTab(),Chrome 87.0.4280.88,,,2021-01-12 12:06:43,2021-01-12 12:06:44,0.989s,PASSED
journeyName = pages.Journey.getRandomJourneyName(),Chrome 87.0.4280.88,,,2021-01-12 12:06:44,2021-01-12 12:06:45,1.032s,PASSED
accessCode = pages.Journey.getRandomAccessCode(),Chrome 87.0.4280.88,,,2021-01-12 12:06:45,2021-01-12 12:06:45,0.000s,PASSED
useLimit = pages.Journey.getRandomCount(),Chrome 87.0.4280.88,,,2021-01-12 12:06:45,2021-01-12 12:06:45,0.001s,PASSED
"accessCode = pages.Journey.createAccessCodeInJourney(journeyName, accessCode, useLimit)",Chrome 87.0.4280.88,,,2021-01-12 12:06:45,2021-01-12 12:07:34,49.465s,PASSED
"pages.Journey.verifyTheCreatedAccessCode(journeyName, accessCode)",Chrome 87.0.4280.88,,,2021-01-12 12:07:34,2021-01-12 12:08:09,34.906s,PASSED
journeyName1 = pages.Journey.getRandomJourneyName(),Chrome 87.0.4280.88,,,2021-01-12 12:08:09,2021-01-12 12:08:17,8.012s,PASSED
"accessCode = pages.Journey.createAccessCodeInJourney(journeyName1, accessCode, useLimit)",Chrome 87.0.4280.88,,,2021-01-12 12:08:17,2021-01-12 12:09:17,1m - 0.077s,PASSED
"pages.Journey.verifyTheCreatedAccessCode(journeyName1, accessCode)",Chrome 87.0.4280.88,,,2021-01-12 12:09:17,2021-01-12 12:09:53,35.974s,PASSED
